DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,ARREST,LARCENYCODE,OBJECTID
2022/03/06 00:00:00+00,0000,0749,100 BEVERLY RD,BURGLARY,,Motor Vehicle,130775
2022/03/06 00:00:00+00,0230,0240,100 LEA LN,BURGLARY,,From Building,130776
2022/03/06 00:00:00+00,1430,1600,100 N  LOWELL AV,BURGLARY,,From Building,130777
2022/03/06 00:00:00+00,0240,0240,100 W  JEFFERSON ST,LARCENY,,,130778
2022/03/06 00:00:00+00,0100,1230,1100 MADISON ST,LARCENY,,From Motor Vehicle,130779
2022/03/06 00:00:00+00,1200,1500,1200 ALMOND ST,LARCENY,,From Motor Vehicle,130780
2022/03/06 00:00:00+00,0158,0158,200 ELK ST,AGGRAVATED ASSAULT,Yes,,130781
2022/03/06 00:00:00+00,0313,0313,200 W  WATER ST,BURGLARY,,,130782
2022/03/06 00:00:00+00,1348,1348,300 BURT ST,AGGRAVATED ASSAULT,Yes,,130783
2022/03/06 00:00:00+00,0630,0630,400 N  FRANKLIN ST,LARCENY,,All Other,130784
2022/03/06 00:00:00+00,1329,1329,4000 S  SALINA ST,LARCENY,,Shoplifting,130785
2022/03/06 00:00:00+00,1829,1829,4200 S  SALINA ST,LARCENY,Yes,Shoplifting,130786
2022/03/06 00:00:00+00,2111,2111,5800 THOMPSON RD,LARCENY,,All Other,130787
2022/03/06 00:00:00+00,1723,1723,700 UNIVERSITY AV,LARCENY,,Shoplifting,130788
2022/03/05 00:00:00+00,1415,1625,0 PRESIDENTIAL PLZ,BURGLARY,,,130789
2022/03/05 00:00:00+00,1850,1850,1 DESTINY USA DR,LARCENY,,All Other,130790
2022/03/05 00:00:00+00,1745,1755,1 DESTINY USA DR,LARCENY,,All Other,130791
2022/03/05 00:00:00+00,0926,0926,1 DESTINY USA DR,LARCENY,,,130792
2022/03/05 00:00:00+00,2000,0100,100 HOOD AV,BURGLARY,,From Building,130793
2022/03/05 00:00:00+00,2300,1436,100 SAND ST,AGGRAVATED ASSAULT,Yes,,130794
2022/03/05 00:00:00+00,0653,0653,100 STEUBEN ST,LARCENY,,From Motor Vehicle,130795
2022/03/05 00:00:00+00,1710,1710,100 WILKINSON ST,MV THEFT,Yes,Motor Vehicle,130796
2022/03/05 00:00:00+00,1400,1400,1200 WILLIS AV,LARCENY,,All Other,130797
2022/03/05 00:00:00+00,1300,1700,200 GRANT BLVD,BURGLARY,,From Building,130798
2022/03/05 00:00:00+00,1339,1339,200 WESTMORELAND AV,AGGRAVATED ASSAULT,Yes,,130799
2022/03/05 00:00:00+00,0811,0811,2800 S  SALINA ST,LARCENY,,Shoplifting,130800
2022/03/05 00:00:00+00,2005,2005,300 FABIUS ST,MV THEFT,,Motor Vehicle,130801
2022/03/05 00:00:00+00,1950,1940,300 GREEN ST,LARCENY,,All Other,130802
2022/03/05 00:00:00+00,1603,1604,400 MARCELLUS ST,LARCENY,Yes,All Other,130803
2022/03/05 00:00:00+00,2236,2236,500 CATHERINE ST,LARCENY,,All Other,130804
2022/03/05 00:00:00+00,1530,1530,600 BUTTERNUT ST,AGGRAVATED ASSAULT,,,130805
2022/03/05 00:00:00+00,2021,2021,600 OTISCO ST,MV THEFT,,Motor Vehicle,130806
2022/03/05 00:00:00+00,0418,0418,600 WOLF ST,BURGLARY,,,130807
2022/03/05 00:00:00+00,0000,0500,700 COMSTOCK AV,LARCENY,,From Building,130808
2022/03/05 00:00:00+00,1744,1910,700 UNIVERSITY AV,LARCENY,Yes,Shoplifting,130809
2022/03/05 00:00:00+00,1551,1551,900 JAMES ST,AGGRAVATED ASSAULT,Yes,,130810
2022/03/04 00:00:00+00,1621,1621,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,130811
2022/03/04 00:00:00+00,0613,0613,100 DICKERSON ST,BURGLARY,Yes,,130812
2022/03/04 00:00:00+00,1600,1600,100 GLENWOOD AV,LARCENY,,From Building,130813
2022/03/04 00:00:00+00,1435,1435,100 LAKEVIEW AV,LARCENY,,From Building,130814
2022/03/04 00:00:00+00,1400,1415,100 LINWELL TER,LARCENY,,All Other,130815
2022/03/04 00:00:00+00,1855,1855,1000 BUTTERNUT ST,AGGRAVATED ASSAULT,Yes,,130816
2022/03/04 00:00:00+00,1500,1600,1600 LODI ST,LARCENY,,Purse Snatch,130817
2022/03/04 00:00:00+00,1000,1324,200 E  JEFFERSON ST,BURGLARY,,From Building,130818
2022/03/04 00:00:00+00,0125,0125,300 WINTON ST,BURGLARY,Yes,,130819
2022/03/04 00:00:00+00,0800,1200,3100 E  GENESEE ST,LARCENY,,All Other,130820
2022/03/04 00:00:00+00,1650,1650,700 FIRST NORTH ST,LARCENY,Yes,From Building,130821
2022/03/04 00:00:00+00,2230,0545,700 HICKORY ST,BURGLARY,,All Other,130822
2022/03/04 00:00:00+00,1134,1134,700 LODI ST,AGGRAVATED ASSAULT,Yes,,130823
2022/03/04 00:00:00+00,1725,1725,700 VAN RENSSELAER ST,LARCENY,Yes,From Motor Vehicle,130824
2022/03/04 00:00:00+00,1055,1055,800 SALT SPRINGS RD,AGGRAVATED ASSAULT,,,130825
2022/03/04 00:00:00+00,1200,1200,900 CARBON ST,LARCENY,,All Other,130826
2022/03/03 00:00:00+00,1710,1710,1 DESTINY USA DR,BURGLARY,Yes,Shoplifting,130827
2022/03/03 00:00:00+00,0000,2359,100 MILDRED AV,LARCENY,,All Other,130828
2022/03/03 00:00:00+00,1800,1810,100 OXFORD ST,LARCENY,,All Other,130829
2022/03/03 00:00:00+00,1730,1730,100 W  CORNING AV,MV THEFT,,Motor Vehicle,130830
2022/03/03 00:00:00+00,1530,1536,100 WALL ST,BURGLARY,Yes,From Building,130831
2022/03/03 00:00:00+00,1536,1536,1300 BUTTERNUT ST,AGGRAVATED ASSAULT,Yes,,130832
2022/03/03 00:00:00+00,1710,1710,200 HOEFLER ST,BURGLARY,,,130833
2022/03/03 00:00:00+00,0336,0336,200 LANDON AV,LARCENY,,From Building,130834
2022/03/03 00:00:00+00,1200,1500,200 VILLAGE DR,MV THEFT,Yes,Motor Vehicle,130835
2022/03/03 00:00:00+00,1550,1556,300 VALLEY DR,AGGRAVATED ASSAULT,Yes,,130836
2022/03/03 00:00:00+00,2300,1030,300 W  FAYETTE ST,LARCENY,,From Building,130837
2022/03/03 00:00:00+00,1526,1526,300 WYOMING ST,LARCENY,,From Motor Vehicle,130838
2022/03/03 00:00:00+00,2200,2200,400 STOLP AV,LARCENY,,Shoplifting,130839
2022/03/03 00:00:00+00,1355,1355,500 SUMMIT AV,LARCENY,,All Other,130840
2022/03/03 00:00:00+00,1115,1115,600 HIXSON AV,LARCENY,,All Other,130841
2022/03/03 00:00:00+00,1502,1502,600 SOUTH AV,LARCENY,Yes,,130842
2022/03/03 00:00:00+00,0930,1535,700 IRVING AV,LARCENY,,From Building,130843
2022/03/03 00:00:00+00,2015,2335,700 JAMES ST,AGGRAVATED ASSAULT,Yes,,130844
2022/03/03 00:00:00+00,0130,0300,700 WALNUT AV,LARCENY,,From Building,130845
2022/03/03 00:00:00+00,1430,1620,900 CARBON ST,LARCENY,,All Other,130846
2022/03/03 00:00:00+00,1200,1200,900 SOUTH AV,LARCENY,,From Motor Vehicle,130847
2022/03/02 00:00:00+00,1745,1752,0 COSTELLO CT,LARCENY,,Unknown,130848
2022/03/02 00:00:00+00,1200,1200,1 DESTINY USA DR,LARCENY,Yes,From Building,130849
2022/03/02 00:00:00+00,0945,0945,100 LAWRENCE ST,LARCENY,,All Other,130850
2022/03/02 00:00:00+00,1600,0850,100 RADISSON CT,LARCENY,,Of MV Parts/Accessories,130851
2022/03/02 00:00:00+00,1445,1455,100 WALRATH RD,AGGRAVATED ASSAULT,,,130852
2022/03/02 00:00:00+00,1300,1300,100 WALTON ST,LARCENY,Yes,All Other,130853
2022/03/02 00:00:00+00,1500,1153,1000 CANAL ST,MV THEFT,Yes,Motor Vehicle,130854
2022/03/02 00:00:00+00,0800,0800,1000 COL EILEEN COLLINS BLVD,LARCENY,,All Other,130855
2022/03/02 00:00:00+00,1009,1009,1400 E  GENESEE ST,LARCENY,Yes,,130856
2022/03/02 00:00:00+00,0600,1430,200 TAFT AV,LARCENY,,Of MV Parts/Accessories,130857
2022/03/02 00:00:00+00,0528,0528,300 TAFT AV,MV THEFT,,Motor Vehicle,130858
2022/03/02 00:00:00+00,2020,2020,300 W  FAYETTE ST,BURGLARY,,From Building,130859
2022/03/02 00:00:00+00,1700,1700,300 W  FAYETTE ST,LARCENY,,From Building,130860
2022/03/02 00:00:00+00,1130,1139,400 CHEMUNG ST,AGGRAVATED ASSAULT,Yes,,130861
2022/03/02 00:00:00+00,0200,0240,500 ERIE BLVD W,BURGLARY,,From Building,130862
2022/03/02 00:00:00+00,1015,1015,600 BUTTERNUT ST,LARCENY,,All Other,130863
2022/03/02 00:00:00+00,1800,1922,700 HARRISON ST,LARCENY,,From Motor Vehicle,130864
2022/03/02 00:00:00+00,0700,1900,800 E  BRIGHTON AV,LARCENY,,From Building,130865
2022/03/02 00:00:00+00,0630,0730,900 PARK ST,BURGLARY,,From Building,130866
2022/03/01 00:00:00+00,1447,1447,1 DESTINY USA DR,LARCENY,,From Motor Vehicle,130867
2022/03/01 00:00:00+00,1447,1447,1 DESTINY USA DR,LARCENY,,From Motor Vehicle,130868
2022/03/01 00:00:00+00,1405,1405,1 DESTINY USA DR,ROBBERY,Yes,Purse Snatch,130869
2022/03/01 00:00:00+00,0120,0120,100 DAWES AV,MV THEFT,,Motor Vehicle,130870
2022/03/01 00:00:00+00,0715,0715,100 DOROTHY ST,MV THEFT,,Motor Vehicle,130871
2022/03/01 00:00:00+00,1300,1315,100 LAFAYETTE RD,LARCENY,,All Other,130872
2022/03/01 00:00:00+00,1830,0730,100 RONEY LN,LARCENY,,All Other,130873
2022/03/01 00:00:00+00,1000,1000,100 SEYMOUR ST,BURGLARY,,All Other,130874
2022/03/01 00:00:00+00,0415,0415,100 W  LYNHURST AV,ROBBERY,,All Other,130875
2022/03/01 00:00:00+00,1200,1200,1700 ERIE BLVD E,LARCENY,,All Other,130876
2022/03/01 00:00:00+00,1612,1612,1700 N  SALINA ST,LARCENY,Yes,Shoplifting,130877
2022/03/01 00:00:00+00,0400,0404,200 FURMAN ST,MV THEFT,Yes,Motor Vehicle,130878
2022/03/01 00:00:00+00,1730,2345,200 HARRISON ST,MV THEFT,Yes,Motor Vehicle,130879
2022/03/01 00:00:00+00,1200,1200,200 KENMORE AV,LARCENY,,All Other,130880
2022/03/01 00:00:00+00,1300,1300,200 W  BRIGHTON AV,ROBBERY,,All Other,130881
2022/03/01 00:00:00+00,0212,0212,300 VILLAGE DR,AGGRAVATED ASSAULT,Yes,,130882
2022/03/01 00:00:00+00,1800,1800,400 CORTLAND AV,BURGLARY,,All Other,130883
2022/03/01 00:00:00+00,1310,1310,500 BEATTIE ST,MV THEFT,,Motor Vehicle,130884
2022/03/01 00:00:00+00,1112,1112,500 BUTTERNUT ST,LARCENY,Yes,Shoplifting,130885
2022/03/01 00:00:00+00,1545,1546,600 COMSTOCK AV,LARCENY,,From Building,130886
2022/02/28 00:00:00+00,2121,2121,0 BUTTERNUT ST & N TOWNSEND ST ST,LARCENY,Yes,,130887
2022/02/28 00:00:00+00,1245,1245,100 1ST NORTH ST,MV THEFT,Yes,Motor Vehicle,130888
2022/02/28 00:00:00+00,2353,2353,1500 W  GENESEE ST,LARCENY,,From Motor Vehicle,130889
2022/02/28 00:00:00+00,1255,1755,200 DALE ST,LARCENY,,All Other,130890
2022/02/28 00:00:00+00,2315,1618,200 HIXSON AV,LARCENY,Yes,From Building,130891
2022/02/28 00:00:00+00,1648,1648,2100 E  FAYETTE ST,MV THEFT,Yes,Motor Vehicle,130892
2022/02/28 00:00:00+00,1010,1010,2800 S  SALINA ST,AGGRAVATED ASSAULT,,,130893
2022/02/28 00:00:00+00,1345,1600,300 GIFFORD ST,LARCENY,,All Other,130894
2022/02/28 00:00:00+00,1200,0800,300 HAWLEY AV,BURGLARY,,All Other,130895
2022/02/28 00:00:00+00,2340,2340,300 W  FAYETTE ST,AGGRAVATED ASSAULT,,,130896
2022/02/28 00:00:00+00,1131,1158,3700 S  SALINA ST,LARCENY,,All Other,130897
2022/02/28 00:00:00+00,0627,0627,400 E  BRIGHTON AV,MV THEFT,,Motor Vehicle,130898
2022/02/28 00:00:00+00,1515,1515,500 PLUM ST,LARCENY,Yes,Purse Snatch,130899
2022/02/28 00:00:00+00,2241,2241,500 S  CLINTON ST,LARCENY,,,130900
2022/02/28 00:00:00+00,1016,1016,500 S  SALINA ST,AGGRAVATED ASSAULT,Yes,,130901
2022/02/28 00:00:00+00,2115,2121,500 ULSTER ST,BURGLARY,Yes,,130902
2022/02/28 00:00:00+00,1448,1500,500 WALNUT AV,BURGLARY,,,130903
2022/02/27 00:00:00+00,1200,1200,1 DESTINY USA DR,LARCENY,Yes,From Building,130904
2022/02/27 00:00:00+00,1530,1530,100 CROLY ST,MV THEFT,,Motor Vehicle,130905
2022/02/27 00:00:00+00,1400,1428,100 MOUNT OLYMPUS DR,LARCENY,,All Other,130906
2022/02/27 00:00:00+00,0047,0048,200 GRUMBACH AV,AGGRAVATED ASSAULT,Yes,,130907
2022/02/27 00:00:00+00,1525,1525,2900 JAMES ST,LARCENY,Yes,Shoplifting,130908
2022/02/27 00:00:00+00,2318,2318,500 SOLAR ST,LARCENY,,All Other,130909
2022/02/27 00:00:00+00,0200,0200,700 S  GEDDES ST,ROBBERY,,All Other,130910
2022/02/27 00:00:00+00,1830,1830,800 S  WILBUR AV,BURGLARY,,From Building,130911
2022/02/27 00:00:00+00,1134,1134,900 S  SALINA ST,MV THEFT,,Motor Vehicle,130912
2022/02/26 00:00:00+00,0500,1500,100 KUHL AV,LARCENY,,From Motor Vehicle,130913
2022/02/26 00:00:00+00,2125,2129,100 W  OSTRANDER AV,AGGRAVATED ASSAULT,Yes,,130914
2022/02/26 00:00:00+00,1015,1033,1000 S  GEDDES ST,AGGRAVATED ASSAULT,Yes,,130915
2022/02/26 00:00:00+00,0200,1320,1200 HARRISON ST,LARCENY,,From Motor Vehicle,130916
2022/02/26 00:00:00+00,0240,0240,200 LINCOLN AV,LARCENY,,All Other,130917
2022/02/26 00:00:00+00,2125,2125,200 MARY ST,AGGRAVATED ASSAULT,,,130918
2022/02/26 00:00:00+00,1615,1620,200 NORWOOD AV,LARCENY,,All Other,130919
2022/02/26 00:00:00+00,0400,0410,200 SLOCUM DR,BURGLARY,,From Building,130920
2022/02/26 00:00:00+00,1900,1600,2000 SOUTH AV,BURGLARY,,From Building,130921
2022/02/26 00:00:00+00,1500,1645,2600 S  SALINA ST,LARCENY,,From Building,130922
2022/02/26 00:00:00+00,1500,1645,2600 S  SALINA ST,LARCENY,,From Building,130923
2022/02/26 00:00:00+00,2050,2050,2800 S  SALINA ST,LARCENY,,From Motor Vehicle,130924
2022/02/26 00:00:00+00,1600,1828,300 COURT ST,BURGLARY,,From Building,130925
2022/02/26 00:00:00+00,0135,0147,300 SUNSET AV,LARCENY,Yes,All Other,130926
2022/02/26 00:00:00+00,2158,2158,300 TURTLE ST,MV THEFT,,Motor Vehicle,130927
2022/02/26 00:00:00+00,1630,1700,300 TURTLE ST,MV THEFT,,Motor Vehicle,130928
2022/02/26 00:00:00+00,2031,2031,400 BOYDEN ST,MV THEFT,,Motor Vehicle,130929
2022/02/26 00:00:00+00,1143,1143,4000 S  SALINA ST,LARCENY,Yes,,130930
2022/02/26 00:00:00+00,0854,0854,4000 S  SALINA ST,LARCENY,Yes,Shoplifting,130931
2022/02/26 00:00:00+00,1900,2300,800 E  BRIGHTON AV,LARCENY,,All Other,130932
2022/02/25 00:00:00+00,1359,1029,0 CANAL ST & TEALL AVE,LARCENY,,From Motor Vehicle,130933
2022/02/25 00:00:00+00,1703,1703,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,130934
2022/02/25 00:00:00+00,1815,1823,1 DESTINY USA DR,AGGRAVATED ASSAULT,Yes,,130935
2022/02/25 00:00:00+00,1643,1650,1 DESTINY USA DR,LARCENY,,All Other,130936
2022/02/25 00:00:00+00,1430,1530,1 DESTINY USA DR,LARCENY,,From Motor Vehicle,130937
2022/02/25 00:00:00+00,0400,0409,100 CARLTON RD,BURGLARY,,Motor Vehicle,130938
2022/02/25 00:00:00+00,2200,2200,100 MCCLURE AV,ROBBERY,,All Other,130939
2022/02/25 00:00:00+00,0000,1600,1500 W  GENESEE ST,MV THEFT,,Motor Vehicle,130940
2022/02/25 00:00:00+00,1000,1000,2000 S  GEDDES ST,BURGLARY,,From Building,130941
2022/02/25 00:00:00+00,2330,0010,300 PARK ST,MV THEFT,,Motor Vehicle,130942
2022/02/25 00:00:00+00,1710,1715,3200 S  SALINA ST,AGGRAVATED ASSAULT,Yes,,130943
2022/02/25 00:00:00+00,1804,1804,800 VALLEY DR,AGGRAVATED ASSAULT,,,130944
2022/02/24 00:00:00+00,1030,1045,100 COMSTOCK PL,MV THEFT,,Motor Vehicle,130945
2022/02/24 00:00:00+00,1000,1130,100 UNION AV,LARCENY,,From Building,130946
2022/02/24 00:00:00+00,0600,0730,1300 IVY RIDGE RD,LARCENY,,From Motor Vehicle,130947
2022/02/24 00:00:00+00,1907,1907,200 S  GEDDES ST,AGGRAVATED ASSAULT,,,130948
2022/02/24 00:00:00+00,0000,0100,2100 S  GEDDES ST,LARCENY,,From Motor Vehicle,130949
2022/02/24 00:00:00+00,1204,1204,2400 ERIE BLVD E,LARCENY,,All Other,130950
2022/02/24 00:00:00+00,1900,1000,300 IVY RIDGE RD,LARCENY,,From Motor Vehicle,130951
2022/02/24 00:00:00+00,0436,0436,4300 S  SALINA ST,BURGLARY,,From Building,130952
2022/02/24 00:00:00+00,1034,1034,4800 S  SALINA ST,ROBBERY,,All Other,130953
2022/02/24 00:00:00+00,1700,0804,500 JAMES ST,LARCENY,,All Other,130954
2022/02/24 00:00:00+00,1220,1430,500 UNIVERSITY PL,LARCENY,,From Motor Vehicle,130955
2022/02/24 00:00:00+00,1600,0800,600 HIXSON AV,BURGLARY,,From Building,130956
2022/02/24 00:00:00+00,0415,0415,600 WOLF ST,BURGLARY,,From Building,130957
2022/02/24 00:00:00+00,2248,2248,900 JAMES ST,AGGRAVATED ASSAULT,Yes,,130958
2022/02/24 00:00:00+00,0230,0530,900 MADISON ST,BURGLARY,,,130959
2022/02/23 00:00:00+00,0030,0035,100 BALLANTYNE RD,MV THEFT,,Motor Vehicle,130960
2022/02/23 00:00:00+00,1315,1335,100 E  JEFFERSON ST,BURGLARY,Yes,From Building,130961
2022/02/23 00:00:00+00,2029,2034,100 JOSEPHINE ST,AGGRAVATED ASSAULT,Yes,,130962
2022/02/23 00:00:00+00,0236,0236,100 MAGNOLIA ST,BURGLARY,Yes,From Building,130963
2022/02/23 00:00:00+00,1150,1150,1000 COL EILEEN COLLINS BLVD,LARCENY,,All Other,130964
2022/02/23 00:00:00+00,1200,1200,200 CHERRY ST,LARCENY,,All Other,130965
2022/02/23 00:00:00+00,1818,1818,200 WOODRUFF AV,MV THEFT,,Motor Vehicle,130966
2022/02/23 00:00:00+00,1115,1215,2600 ERIE BLVD E,LARCENY,,From Motor Vehicle,130967
2022/02/23 00:00:00+00,1100,2200,400 SMALL RD,LARCENY,,From Motor Vehicle,130968
2022/02/23 00:00:00+00,1130,1130,4000 S  SALINA ST,LARCENY,Yes,All Other,130969
2022/02/23 00:00:00+00,1201,1201,500 COURT ST,AGGRAVATED ASSAULT,,,130970
2022/02/23 00:00:00+00,2330,2330,500 S  SALINA ST,LARCENY,,Purse Snatch,130971
2022/02/23 00:00:00+00,1128,1128,500 VALLEY DR,LARCENY,,From Motor Vehicle,130972
2022/02/23 00:00:00+00,0545,1345,700 MILTON AV,LARCENY,,From Motor Vehicle,130973
2022/02/23 00:00:00+00,2330,0600,700 MILTON AV,LARCENY,,From Motor Vehicle,130974
2022/02/22 00:00:00+00,1246,1246,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,130975
2022/02/22 00:00:00+00,1122,1640,100 LAFAYETTE RD,LARCENY,,,130976
2022/02/22 00:00:00+00,0534,0534,100 RIGI AV,MV THEFT,,Motor Vehicle,130977
2022/02/22 00:00:00+00,0430,0430,100 WHITE ST,BURGLARY,,,130978
2022/02/22 00:00:00+00,0900,1500,1100 S  SALINA ST,LARCENY,,From Motor Vehicle,130979
2022/02/22 00:00:00+00,1659,1659,1600 W  ONONDAGA ST,LARCENY,,All Other,130980
2022/02/22 00:00:00+00,1900,0645,200 MOORE AV,LARCENY,,From Motor Vehicle,130981
2022/02/22 00:00:00+00,1900,0645,200 MOORE AV,LARCENY,,From Motor Vehicle,130982
2022/02/22 00:00:00+00,0035,0835,200 MOORE AV,LARCENY,,From Motor Vehicle,130983
2022/02/22 00:00:00+00,1010,1228,300 CHINOOK DR,LARCENY,,From Building,130984
2022/02/22 00:00:00+00,1536,1536,300 GIFFORD ST,AGGRAVATED ASSAULT,Yes,,130985
2022/02/22 00:00:00+00,2230,0630,400 PLYMOUTH DR,MV THEFT,,Motor Vehicle,130986
2022/02/22 00:00:00+00,0850,0853,500 ERIE BLVD W,BURGLARY,Yes,From Building,130987
2022/02/22 00:00:00+00,1229,1625,500 W  GENESEE ST,MV THEFT,,Motor Vehicle,130988
2022/02/22 00:00:00+00,1400,0100,700 E  GENESEE ST,BURGLARY,,From Building,130989
2022/02/22 00:00:00+00,2200,1940,900 BURNET AV,BURGLARY,,From Building,130990
2022/02/22 00:00:00+00,0728,0728,900 JAMES ST,LARCENY,,From Mailbox,130991
2022/02/22 00:00:00+00,0201,0201,900 W  BELDEN AV,AGGRAVATED ASSAULT,Yes,,130992
2022/02/21 00:00:00+00,1915,1915,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,130993
2022/02/21 00:00:00+00,1030,0800,1200 W  GENESEE ST,LARCENY,,From Motor Vehicle,130994
2022/02/21 00:00:00+00,2000,1008,200 CRADDOCK ST,LARCENY,,From Motor Vehicle,130995
2022/02/21 00:00:00+00,1330,1333,2000 E  FAYETTE ST,LARCENY,Yes,All Other,130996
2022/02/21 00:00:00+00,1145,1145,2600 JAMES ST,LARCENY,,Of MV Parts/Accessories,130997
2022/02/21 00:00:00+00,1800,0800,300 FARMER ST,BURGLARY,,From Building,130998
2022/02/21 00:00:00+00,0900,0930,300 MONTICELLO DR   N,LARCENY,,From Building,130999
2022/02/21 00:00:00+00,1700,1700,300 PULASKI ST,MV THEFT,,Motor Vehicle,131000
2022/02/21 00:00:00+00,1340,1340,300 W  KIRKPATRICK ST,LARCENY,,All Other,131001
2022/02/21 00:00:00+00,2200,2359,300 WAVERLY AV,LARCENY,,From Motor Vehicle,131002
2022/02/21 00:00:00+00,2209,2213,500 BUTTERNUT ST,LARCENY,,Shoplifting,131003
2022/02/21 00:00:00+00,2101,2101,700 MIDLAND AV,LARCENY,,,131004
2022/02/21 00:00:00+00,1716,1716,700 VALLEY DR,AGGRAVATED ASSAULT,,,131005
2022/02/20 00:00:00+00,1130,1400,1 DESTINY USA DR,LARCENY,,,131006
2022/02/20 00:00:00+00,0000,0600,100 ERICKSON ST,LARCENY,,From Motor Vehicle,131007
2022/02/20 00:00:00+00,1734,1734,100 MULBERRY TER,MV THEFT,,Motor Vehicle,131008
2022/02/20 00:00:00+00,0000,1100,100 STEUBEN ST,LARCENY,,From Building,131009
2022/02/20 00:00:00+00,2320,2325,1500 COURT ST,AGGRAVATED ASSAULT,Yes,,131010
2022/02/20 00:00:00+00,1200,2100,200 E  GLEN AV,LARCENY,,Of MV Parts/Accessories,131011
2022/02/20 00:00:00+00,1923,1923,2500 ERIE BLVD E,LARCENY,Yes,Shoplifting,131012
2022/02/20 00:00:00+00,1432,1432,3400 BURNET AV,MV THEFT,,Motor Vehicle,131013
2022/02/20 00:00:00+00,0850,0900,4000 S  SALINA ST,LARCENY,,From Building,131014
2022/02/20 00:00:00+00,1416,1421,700 W  BRIGHTON AV,MV THEFT,,Motor Vehicle,131015
2022/02/20 00:00:00+00,0145,0145,900 E  BRIGHTON AV,ROBBERY,,All Other,131016
2022/02/19 00:00:00+00,1205,1400,0 HARBORSIDE DR,LARCENY,,From Motor Vehicle,131017
2022/02/19 00:00:00+00,1852,1852,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,131018
2022/02/19 00:00:00+00,1727,1727,1 DESTINY USA DR,ROBBERY,,All Other,131019
2022/02/19 00:00:00+00,2039,2039,100 FAGE AV,LARCENY,Yes,,131020
2022/02/19 00:00:00+00,1720,1720,1600 E  GENESEE ST,LARCENY,,All Other,131021
2022/02/19 00:00:00+00,1509,1509,200 S  GEDDES ST,AGGRAVATED ASSAULT,Yes,,131022
2022/02/19 00:00:00+00,2130,0030,300 HIAWATHA BLVD,LARCENY,,Motor Vehicle,131023
2022/02/19 00:00:00+00,1030,1032,300 SEYMOUR ST,LARCENY,Yes,All Other,131024
2022/02/19 00:00:00+00,1830,1830,500 HICKORY ST,ROBBERY,Yes,,131025
2022/02/19 00:00:00+00,1427,1435,600 WOLF ST,LARCENY,Yes,All Other,131026
2022/02/19 00:00:00+00,2020,2020,700 COURT ST,ROBBERY,,From Building,131027
2022/02/19 00:00:00+00,2320,2320,700 OAK ST,MV THEFT,,Motor Vehicle,131028
2022/02/18 00:00:00+00,2200,0730,100 BALL CIR,MV THEFT,,Motor Vehicle,131029
2022/02/18 00:00:00+00,2030,0700,100 SMITH LN,MV THEFT,,,131030
2022/02/18 00:00:00+00,1430,1430,1000 W  FAYETTE ST,LARCENY,,From Building,131031
2022/02/18 00:00:00+00,0648,0648,1800 W  FAYETTE ST,LARCENY,,Shoplifting,131032
2022/02/18 00:00:00+00,0915,0915,2500 ERIE BLVD E,LARCENY,,All Other,131033
2022/02/18 00:00:00+00,1523,1523,300 RIEGEL ST,MV THEFT,,Motor Vehicle,131034
2022/02/18 00:00:00+00,2110,2115,3400 MIDLAND AV,LARCENY,,All Other,131035
2022/02/18 00:00:00+00,1200,0615,400 N  FRANKLIN ST,LARCENY,,All Other,131036
2022/02/18 00:00:00+00,1330,1330,4000 S  SALINA ST,LARCENY,,Shoplifting,131037
2022/02/18 00:00:00+00,0815,0945,600 ERIE BLVD W,MV THEFT,,From Building,131038
2022/02/18 00:00:00+00,0720,0731,700 E  BRIGHTON AV,AGGRAVATED ASSAULT,Yes,,131039
2022/02/17 00:00:00+00,2040,2040,0 W  BEARD AND LANDON AV,ROBBERY,,All Other,131040
2022/02/17 00:00:00+00,0421,0421,100 FENTON ST,BURGLARY,Yes,All Other,131041
2022/02/17 00:00:00+00,1800,0640,100 HANCOCK DR,BURGLARY,,From Building,131042
2022/02/17 00:00:00+00,0324,0324,100 WALTON ST,ROBBERY,Yes,,131043
2022/02/17 00:00:00+00,1200,1200,100 WALTON ST,LARCENY,,All Other,131044
2022/02/17 00:00:00+00,0500,0545,1000 S  CLINTON ST,LARCENY,,From Building,131045
2022/02/17 00:00:00+00,2050,0800,200 HELEN ST,LARCENY,,From Motor Vehicle,131046
2022/02/17 00:00:00+00,1520,1525,200 MARY ST,AGGRAVATED ASSAULT,,,131047
2022/02/17 00:00:00+00,0825,0832,300 KINNE ST,MV THEFT,,Motor Vehicle,131048
2022/02/17 00:00:00+00,1324,1324,400 NICHOLS AV,LARCENY,,All Other,131049
2022/02/17 00:00:00+00,0330,0330,400 S  CLINTON ST,AGGRAVATED ASSAULT,Yes,,131050
2022/02/17 00:00:00+00,1000,1000,800 MARYLAND AV,BURGLARY,,From Building,131051
2022/02/17 00:00:00+00,1300,1300,800 SPENCER ST,LARCENY,,From Motor Vehicle,131052
2022/02/16 00:00:00+00,1200,1200,100 GRACE ST,LARCENY,,All Other,131053
