DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,Attempt,ARREST,LARCENYCODE,OBJECTID
2018/06/01 04:00:00+00,57,57,100 ELDORADO ST,MV THEFT,,,Motor Vehicle,1073
2018/06/01 04:00:00+00,1031,2230,100 TOMAHAWK ST,MV THEFT,,,Motor Vehicle,1074
2018/06/03 04:00:00+00,1230,1545,700 DANFORTH ST,MV THEFT,,,Motor Vehicle,1075
2018/01/01 05:00:00+00,25,25,700 E  ADAMS ST,AGGRAVATED ASSAULT,,,,1076
2018/01/01 05:00:00+00,225,225,700 BUTTERNUT ST,AGGRAVATED ASSAULT,,Yes,,1077
2018/01/01 05:00:00+00,248,248,700 E  GENESEE ST,AGGRAVATED ASSAULT,,,,1078
2018/01/01 05:00:00+00,515,515,700 E  ADAMS ST,AGGRAVATED ASSAULT,,,,1079
2018/01/01 05:00:00+00,1206,1206,200 KELLOGG ST,AGGRAVATED ASSAULT,,Yes,,1080
2018/01/02 05:00:00+00,250,250,100 WOLF ST,BURGLARY,,,,1081
2018/01/02 05:00:00+00,1653,1653,500 S  CLINTON ST,AGGRAVATED ASSAULT,,Yes,,1082
2018/01/02 05:00:00+00,1849,1849,400 GRIFFITHS ST,BURGLARY,,,,1083
2018/01/03 05:00:00+00,1135,1230,2500 LODI ST,AGGRAVATED ASSAULT,,Yes,,1084
2018/01/03 05:00:00+00,1241,1241,500 S  CLINTON ST,AGGRAVATED ASSAULT,,Yes,,1085
2018/01/04 05:00:00+00,1259,1259,200 WARHAM ST,BURGLARY,A,,,1086
2018/01/04 05:00:00+00,2144,2144,1400 W  ONONDAGA ST,BURGLARY,,,,1087
2018/01/08 05:00:00+00,1809,1809,500 VALLEY DR,AGGRAVATED ASSAULT,,Yes,,1088
2018/01/09 05:00:00+00,1955,1955,2500 ERIE BLVD E,AGGRAVATED ASSAULT,,,,1089
2018/01/10 05:00:00+00,1930,1930,400 ALLEN ST,AGGRAVATED ASSAULT,,,,1090
2018/01/10 05:00:00+00,2312,2312,400 S  ALVORD ST,AGGRAVATED ASSAULT,,,,1091
2018/01/11 05:00:00+00,1130,1130,600 W  NEWELL ST,BURGLARY,A,,,1092
2018/01/12 05:00:00+00,123,123,100 W  LYNHURST AV,AGGRAVATED ASSAULT,,Yes,,1093
2018/01/13 05:00:00+00,330,336,200 KIRK AV,AGGRAVATED ASSAULT,,Yes,,1094
2018/01/13 05:00:00+00,1955,1955,800 KIRKPATRICK ST,ARSON,A,Yes,,1095
2018/01/16 05:00:00+00,110,110,1000 PARK ST,AGGRAVATED ASSAULT,,Yes,,1096
2018/01/17 05:00:00+00,927,927,200 MAGNOLIA ST,ARSON,,Yes,,1097
2018/01/18 05:00:00+00,2218,2218,900 S  MCBRIDE ST,AGGRAVATED ASSAULT,,,,1098
2018/01/19 05:00:00+00,215,218,1800 E  FAYETTE ST,AGGRAVATED ASSAULT,,Yes,,1099
2018/01/19 05:00:00+00,2142,2142,300 LEXINGTON AV,AGGRAVATED ASSAULT,,,,1100
2018/01/20 05:00:00+00,55,55,700 E  ADAMS ST,AGGRAVATED ASSAULT,,,,1101
2018/04/08 04:00:00+00,1352,1708,500 S  FRANKLIN ST,LARCENY,,,From Motor Vehicle,1102
2018/04/08 04:00:00+00,2243,2243,3000 ERIE BLVD E,MV THEFT,,Yes,From Motor Vehicle,1103
2018/04/08 04:00:00+00,700,1030,800 S  STATE ST,LARCENY,,,From Motor Vehicle,1104
2018/04/08 04:00:00+00,300,500,300 COMSTOCK AVE,LARCENY,,,From Motor Vehicle,1105
2018/04/09 04:00:00+00,1513,1513,0 BRATTLE RD,LARCENY,,,From Motor Vehicle,1106
2018/04/10 04:00:00+00,1730,730,300 BEECHER ST,LARCENY,,,From Motor Vehicle,1107
2018/04/14 04:00:00+00,2000,930,500 BRYANT AV,LARCENY,,,From Motor Vehicle,1108
2018/04/14 04:00:00+00,2300,1045,100 CLARENDON ST,LARCENY,,,From Motor Vehicle,1109
2018/04/14 04:00:00+00,2200,1100,300 COMSTOCK AV,LARCENY,,,From Motor Vehicle,1110
2018/04/15 04:00:00+00,1217,1217,900 SPENCER ST,LARCENY,,,From Motor Vehicle,1111
2018/04/15 04:00:00+00,1530,1830,300 HERKIMER ST,LARCENY,,,From Motor Vehicle,1112
2018/04/16 04:00:00+00,2200,701,400 S  WARREN ST,LARCENY,,,From Motor Vehicle,1113
2018/04/17 04:00:00+00,2300,512,100 DYER CT,LARCENY,,,From Motor Vehicle,1114
2018/04/17 04:00:00+00,1630,700,100 SOLAR ST,LARCENY,,,From Motor Vehicle,1115
2018/04/17 04:00:00+00,1433,1433,0 BASIN ST,LARCENY,,,From Motor Vehicle,1116
2018/04/17 04:00:00+00,900,1000,200 ATLANTIC AV,LARCENY,,,From Motor Vehicle,1117
2018/04/17 04:00:00+00,845,845,400 CHERRY ST,LARCENY,,,From Motor Vehicle,1118
2018/04/18 04:00:00+00,1045,1047,300 PROSPECT AV,LARCENY,,,From Motor Vehicle,1119
2018/04/19 04:00:00+00,1559,1559,1 DESTINY USA DR,LARCENY,,Yes,From Motor Vehicle,1120
2018/04/19 04:00:00+00,1200,600,3100 GRANT BLVD,LARCENY,,,From Motor Vehicle,1121
2018/04/22 04:00:00+00,1200,900,300 CRAWFORD AV,LARCENY,,,From Motor Vehicle,1122
2018/04/22 04:00:00+00,500,900,100 W  FAYETTE ST,LARCENY,,,From Motor Vehicle,1123
2018/04/23 04:00:00+00,1329,1329,200 S  FRANKLIN ST,LARCENY,,,From Motor Vehicle,1124
2018/04/23 04:00:00+00,30,1100,200 SEDGWICK ST,LARCENY,,,From Motor Vehicle,1125
2018/04/23 04:00:00+00,1500,800,100 W  LAFAYETTE ST,LARCENY,,,From Motor Vehicle,1126
2018/04/23 04:00:00+00,2300,845,100 MONTGOMERY ST,LARCENY,,,From Motor Vehicle,1127
2018/04/24 04:00:00+00,330,2200,200 HAZELHURST AV,LARCENY,,,From Motor Vehicle,1128
2018/04/24 04:00:00+00,2000,1000,100 REMINGTON AV,LARCENY,,,From Motor Vehicle,1129
2018/04/25 04:00:00+00,630,1330,100 TRACY ST,LARCENY,,,From Motor Vehicle,1130
2018/04/25 04:00:00+00,1700,1700,700 FIRST NORTH ST,LARCENY,,,From Motor Vehicle,1131
2018/04/26 04:00:00+00,1200,935,0 BRATTLE RD,LARCENY,,,From Motor Vehicle,1132
2018/04/27 04:00:00+00,1200,1000,400 EUCLID AV,LARCENY,,,From Motor Vehicle,1133
2018/04/27 04:00:00+00,200,1120,200 COMSTOCK AV,LARCENY,,,From Motor Vehicle,1134
2018/04/27 04:00:00+00,200,230,1900 W  GENESEE ST,LARCENY,,,From Motor Vehicle,1135
2018/04/27 04:00:00+00,1235,1235,1 DESTINY USA DR,LARCENY,,,From Motor Vehicle,1136
2018/04/28 04:00:00+00,1600,2359,1700 MADISON ST,LARCENY,,,From Motor Vehicle,1137
2018/04/29 04:00:00+00,1600,544,100 VILLAGE DR,LARCENY,,,From Motor Vehicle,1138
2018/04/29 04:00:00+00,1003,1003,700 WALNUT AV,LARCENY,,,From Motor Vehicle,1139
2018/04/29 04:00:00+00,2330,1025,100 CLARENDON ST,LARCENY,,,From Motor Vehicle,1140
2018/04/29 04:00:00+00,2300,1245,100 COMSTOCK AV,LARCENY,,,From Motor Vehicle,1141
2018/05/01 04:00:00+00,1800,500,200 MERTENS AV,LARCENY,,,From Motor Vehicle,1142
2018/05/01 04:00:00+00,1130,1000,200 BRATTLE RD,LARCENY,,,From Motor Vehicle,1143
2018/05/03 04:00:00+00,812,812,0 WESTCOTT ST,LARCENY,,,From Motor Vehicle,1144
2018/05/03 04:00:00+00,947,947,0 KIRKPATRICK ST,LARCENY,,,From Motor Vehicle,1145
2018/05/03 04:00:00+00,200,1100,400 GIFFORD ST,LARCENY,,,From Motor Vehicle,1146
2018/05/04 04:00:00+00,2230,1000,900 MADISON ST,LARCENY,,,From Motor Vehicle,1147
2018/05/05 04:00:00+00,2330,1100,1300 PARK ST,LARCENY,,,From Motor Vehicle,1148
2018/05/05 04:00:00+00,120,120,300 S  WARREN ST,LARCENY,,,From Motor Vehicle,1149
2018/05/05 04:00:00+00,1835,1835,300 S  WARREN ST,LARCENY,,,From Motor Vehicle,1150
2018/05/05 04:00:00+00,135,1135,700 COMSTOCK AVE,LARCENY,,,From Motor Vehicle,1151
2018/01/30 05:00:00+00,0,730,600 JAMES ST,LARCENY,,,From Motor Vehicle,1152
2018/01/30 05:00:00+00,1753,1753,800 N  SALINA ST,MV THEFT,,,From Motor Vehicle,1153
2018/01/31 05:00:00+00,2100,745,300 CLOVER RIDGE DR,LARCENY,,,From Motor Vehicle,1154
2018/01/31 05:00:00+00,1845,225,200 SCHUYLER ST,LARCENY,,,From Motor Vehicle,1155
2018/02/01 05:00:00+00,1900,1900,200 GIFFORD ST,LARCENY,,,From Motor Vehicle,1156
2018/02/01 05:00:00+00,1200,1500,200 FURMAN ST,LARCENY,,,From Motor Vehicle,1157
2018/02/01 05:00:00+00,415,800,300 W  PLEASANT AV,LARCENY,,,From Motor Vehicle,1158
2018/02/01 05:00:00+00,1200,826,300 GIFFORD ST,LARCENY,,,From Motor Vehicle,1159
2018/02/02 05:00:00+00,1035,1035,1200 LODI ST,LARCENY,,,From Motor Vehicle,1160
2018/02/03 05:00:00+00,2130,1100,700 W  ONONDAGA ST,LARCENY,,,From Motor Vehicle,1161
2018/02/04 05:00:00+00,1145,1145,200 ROSS PK,LARCENY,,,From Motor Vehicle,1162
2018/02/04 05:00:00+00,2200,2355,100 CROLY ST,LARCENY,,,From Motor Vehicle,1163
2018/02/05 05:00:00+00,1130,1145,100 JAMES ST,LARCENY,,,From Motor Vehicle,1164
2018/02/07 05:00:00+00,1830,700,500 DELAWARE ST,LARCENY,,,From Motor Vehicle,1165
2018/02/07 05:00:00+00,1725,1725,800 UNIVERSITY AV,LARCENY,,,From Motor Vehicle,1166
2018/02/07 05:00:00+00,1600,2100,100 HERBST AV,LARCENY,,,From Motor Vehicle,1167
2018/02/09 05:00:00+00,200,1000,700 OSTROM AV,LARCENY,,,From Motor Vehicle,1168
2018/02/10 05:00:00+00,2225,2225,1100 W  ONONDAGA ST,LARCENY,,,From Motor Vehicle,1169
2018/02/11 05:00:00+00,1023,1641,100 DICKERSON ST,LARCENY,,,From Motor Vehicle,1170
2018/02/12 05:00:00+00,625,1525,400 AVERY AV,LARCENY,,,From Motor Vehicle,1171
2018/02/13 05:00:00+00,948,948,400 BURT ST,LARCENY,,,From Motor Vehicle,1172
2018/02/14 05:00:00+00,1810,1415,300 COMSTOCK AV,LARCENY,,,From Motor Vehicle,1173
2018/02/14 05:00:00+00,2225,925,200 WARHAM ST,LARCENY,,,From Motor Vehicle,1174
2018/02/15 05:00:00+00,1620,1620,600 E  DIVISION ST,LARCENY,,,From Motor Vehicle,1175
2018/02/15 05:00:00+00,2100,600,300 MARLBOROUGH RD,LARCENY,,,From Motor Vehicle,1176
2018/02/16 05:00:00+00,620,620,1300 N  SALINA ST,LARCENY,,,From Motor Vehicle,1177
2018/02/16 05:00:00+00,2230,730,200 HAZELHURST AV,LARCENY,,,From Motor Vehicle,1178
2018/02/16 05:00:00+00,1600,2245,100 W  WILLOW ST,LARCENY,,,From Motor Vehicle,1179
2018/02/17 05:00:00+00,200,200,100 WOODLAWN TER,LARCENY,,,From Motor Vehicle,1180
2018/02/18 05:00:00+00,2314,2314,400 FABIUS ST,LARCENY,,,From Motor Vehicle,1181
2018/02/18 05:00:00+00,1300,1316,100 E  FAYETTE ST,LARCENY,,,From Motor Vehicle,1182
2018/02/19 05:00:00+00,330,330,200 W  WILLOW ST,LARCENY,,,From Motor Vehicle,1183
2018/02/20 05:00:00+00,744,744,100 W  WARRINGTON RD,LARCENY,,,From Motor Vehicle,1184
2018/02/20 05:00:00+00,230,900,400 TENNYSON AV,LARCENY,,,From Motor Vehicle,1185
2018/02/22 05:00:00+00,2300,700,2100 JAMES ST,LARCENY,,,From Motor Vehicle,1186
2018/02/22 05:00:00+00,1330,1335,200 DEWITT ST,LARCENY,,,From Motor Vehicle,1187
2018/02/22 05:00:00+00,2055,2055,1600 HAWLEY AV,LARCENY,,,From Motor Vehicle,1188
2018/02/22 05:00:00+00,600,1300,1000 HARRISON ST,LARCENY,,,From Motor Vehicle,1189
2018/02/24 05:00:00+00,2300,605,300 BURNET PARK DR,LARCENY,,,From Motor Vehicle,1190
2018/02/25 05:00:00+00,2230,700,200 WINTHROP RD,LARCENY,,,From Motor Vehicle,1191
2018/02/26 05:00:00+00,315,815,1100 COURT ST,LARCENY,,,From Motor Vehicle,1192
2018/02/27 05:00:00+00,2000,530,100 NELSON ST,LARCENY,,,From Motor Vehicle,1193
2018/02/27 05:00:00+00,2012,2012,100 LILAC ST,LARCENY,,,From Motor Vehicle,1194
2018/02/28 05:00:00+00,2220,1200,200 GREEN ST,LARCENY,,,From Motor Vehicle,1195
2018/02/28 05:00:00+00,2300,700,300 HOWARD ST,LARCENY,,,From Motor Vehicle,1196
2018/03/01 05:00:00+00,2234,635,300 MILTON AV,LARCENY,,,From Motor Vehicle,1197
2018/03/02 05:00:00+00,1330,1330,1300 HAWLEY AV,LARCENY,,,From Motor Vehicle,1198
2018/03/03 05:00:00+00,2205,2205,300 HARRISON ST,LARCENY,,,From Motor Vehicle,1199
2018/03/04 05:00:00+00,1601,1635,100 W  JEFFERSON ST,LARCENY,,,From Motor Vehicle,1200
2018/03/28 04:00:00+00,720,742,100 DICKERSON ST,AGGRAVATED ASSAULT,,,,1201
2018/03/28 04:00:00+00,2118,2118,100 MARVIN RD,AGGRAVATED ASSAULT,,Yes,,1202
2018/03/29 04:00:00+00,103,103,1600 HAWLEY AV,BURGLARY,,Yes,,1203
2018/03/29 04:00:00+00,1446,1446,100 BELLEVUE AV,BURGLARY,,,,1204
2018/03/29 04:00:00+00,1520,1540,300 OTISCO ST,AGGRAVATED ASSAULT,,Yes,,1205
2018/03/30 04:00:00+00,1355,1405,400 SMALL RD,BURGLARY,A,,,1206
2018/03/31 04:00:00+00,610,610,0 UNKNOWN,AGGRAVATED ASSAULT,,,,1207
2018/03/31 04:00:00+00,615,638,400 BEAR ST,AGGRAVATED ASSAULT,,Yes,,1208
2018/03/31 04:00:00+00,1652,1652,1 DESTINY USA DR,AGGRAVATED ASSAULT,,,,1209
2018/03/31 04:00:00+00,2100,2102,600 S  CLINTON ST,AGGRAVATED ASSAULT,,,,1210
2018/03/31 04:00:00+00,2317,2317,1000 S  MCBRIDE ST,AGGRAVATED ASSAULT,,Yes,,1211
2018/04/01 04:00:00+00,150,153,700 WOLF ST,AGGRAVATED ASSAULT,,Yes,,1212
2018/04/01 04:00:00+00,450,450,1000 BUTTERNUT ST,AGGRAVATED ASSAULT,,,,1213
2018/04/01 04:00:00+00,300,505,300 CHEMUNG ST,AGGRAVATED ASSAULT,,Yes,,1214
2018/04/02 04:00:00+00,1451,1451,200 CHERRY ST,AGGRAVATED ASSAULT,,Yes,,1215
2018/04/04 04:00:00+00,258,258,100 PUTNAM ST,AGGRAVATED ASSAULT,,,,1216
2018/04/05 04:00:00+00,315,315,200 FITCH ST,MURDER,,,,1217
2018/04/05 04:00:00+00,1100,1100,300 COURT ST,AGGRAVATED ASSAULT,,Yes,,1218
2018/04/05 04:00:00+00,1040,1150,100 RONEY LN,AGGRAVATED ASSAULT,,Yes,,1219
2018/04/06 04:00:00+00,600,615,300 GIFFORD ST,ARSON,,Yes,,1220
2018/04/06 04:00:00+00,2142,2142,2300 S  STATE ST,AGGRAVATED ASSAULT,,Yes,,1221
2018/04/07 04:00:00+00,2130,53,200 W  COLVIN ST,AGGRAVATED ASSAULT,,,,1222
2018/04/08 04:00:00+00,116,118,500 S  CLINTON ST,AGGRAVATED ASSAULT,,Yes,,1223
2018/04/08 04:00:00+00,1530,1630,300 CHEMUNG ST,BURGLARY,,Yes,,1224
2018/04/10 04:00:00+00,2058,2058,100 MATHER ST,AGGRAVATED ASSAULT,,Yes,,1225
2018/04/10 04:00:00+00,2109,2109,400 DOUGLAS ST,AGGRAVATED ASSAULT,,Yes,,1226
2018/04/11 04:00:00+00,1231,1231,3300 BURNET AV,BURGLARY,A,,,1227
2018/04/13 04:00:00+00,111,111,1600 LODI ST,AGGRAVATED ASSAULT,,,,1228
2018/04/13 04:00:00+00,1353,1353,1300 BUTTERNUT ST,BURGLARY,,Yes,,1229
2018/04/13 04:00:00+00,1443,1443,100 WENTE TER,AGGRAVATED ASSAULT,,,,1230
2018/04/14 04:00:00+00,1953,1953,1900 W  FAYETTE ST,AGGRAVATED ASSAULT,,,,1231
2018/04/16 04:00:00+00,1124,1124,300 HUDSON ST,AGGRAVATED ASSAULT,,Yes,,1232
2018/04/17 04:00:00+00,845,845,100 W  PLEASANT AV,AGGRAVATED ASSAULT,,,,1233
2018/04/17 04:00:00+00,1415,1415,1200 E  COLVIN ST,AGGRAVATED ASSAULT,,Yes,,1234
2018/04/17 04:00:00+00,1550,1550,900 MIDLAND AV,AGGRAVATED ASSAULT,,Yes,,1235
2018/04/17 04:00:00+00,2222,2222,300 WINTON ST,AGGRAVATED ASSAULT,,Yes,,1236
2018/04/18 04:00:00+00,2,2,100 DELRAY AV,BURGLARY,,Yes,,1237
2018/04/18 04:00:00+00,1500,1505,200 CROLY ST,AGGRAVATED ASSAULT,,Yes,,1238
2018/05/17 04:00:00+00,2020,2020,200 MERRIMAN AV,AGGRAVATED ASSAULT,,Yes,,1239
2018/04/19 04:00:00+00,746,730,100 TEMPLE PL,AGGRAVATED ASSAULT,,Yes,,1240
2018/04/19 04:00:00+00,848,848,1500 PARK ST,AGGRAVATED ASSAULT,,,,1241
2018/04/20 04:00:00+00,630,630,300 BURDICK AV,AGGRAVATED ASSAULT,,,,1242
2018/04/21 04:00:00+00,415,516,100 HOEFLER ST,ARSON,,,,1243
2018/04/21 04:00:00+00,1300,1304,900 N  TOWNSEND ST,AGGRAVATED ASSAULT,,Yes,,1244
2018/04/21 04:00:00+00,1930,1930,100 ANDERSON AV,AGGRAVATED ASSAULT,,Yes,,1245
2018/04/21 04:00:00+00,2256,2256,300 APPLE ST,ARSON,,,,1246
2018/04/21 04:00:00+00,2312,2312,200 KENMORE AV,AGGRAVATED ASSAULT,,,,1247
2018/04/22 04:00:00+00,1634,1634,900 ONONDAGA AV,AGGRAVATED ASSAULT,,,,1248
2018/04/22 04:00:00+00,1930,1930,300 SOUTH AV,AGGRAVATED ASSAULT,,,,1249
2018/04/23 04:00:00+00,953,953,100 STAFFORD AV,BURGLARY,,,,1250
2018/04/24 04:00:00+00,1000,1830,3700 S  SALINA ST,BURGLARY,,,,1251
2018/05/18 04:00:00+00,59,59,100 W  FLORENCE AV,AGGRAVATED ASSAULT,,,,1252
2018/05/18 04:00:00+00,1420,1420,400 CARBON ST,AGGRAVATED ASSAULT,,Yes,,1253
2018/05/18 04:00:00+00,1928,1928,100 DEARBORN PL,AGGRAVATED ASSAULT,,Yes,,1254
2018/05/20 04:00:00+00,2050,2054,100 HARTLEY ST,ARSON,,,,1255
2018/05/21 04:00:00+00,108,118,200 W  CALTHROP AV,ARSON,,,,1256
2018/05/21 04:00:00+00,140,140,700 E  ADAMS ST,AGGRAVATED ASSAULT,,,,1257
2018/05/21 04:00:00+00,2000,2010,0 690 EB,AGGRAVATED ASSAULT,,,,1258
2018/05/21 04:00:00+00,2332,2332,100 SMITH LN,AGGRAVATED ASSAULT,,Yes,,1259
2018/05/21 04:00:00+00,2358,2358,400 S  MIDLER AV,AGGRAVATED ASSAULT,,,,1260
2018/05/22 04:00:00+00,1950,1950,300 S  WARREN ST,AGGRAVATED ASSAULT,,Yes,,1261
2018/05/22 04:00:00+00,2329,2329,100 RONEY LN,AGGRAVATED ASSAULT,,Yes,,1262
2018/05/23 04:00:00+00,1523,1523,300 TOMPKINS ST,AGGRAVATED ASSAULT,,,,1263
2018/05/23 04:00:00+00,1715,1715,1100 TEALL AV,AGGRAVATED ASSAULT,,Yes,,1264
2018/05/23 04:00:00+00,2107,2107,300 JOHN ST,AGGRAVATED ASSAULT,,,,1265
2018/05/23 04:00:00+00,2310,2314,100 HOOD AV,AGGRAVATED ASSAULT,,Yes,,1266
2018/05/24 04:00:00+00,804,804,100 WHITE ST,BURGLARY,,Yes,,1267
2018/05/24 04:00:00+00,1101,1101,100 VALLEY VIEW DR,AGGRAVATED ASSAULT,,,,1268
2018/05/24 04:00:00+00,2249,2249,100 MARVIN RD,AGGRAVATED ASSAULT,,Yes,,1269
2018/05/25 04:00:00+00,16,16,300 PROSPECT AV,AGGRAVATED ASSAULT,,Yes,,1270
2018/05/25 04:00:00+00,800,630,200 LEMOYNE AV,BURGLARY,,,,1271
2018/05/25 04:00:00+00,1855,1855,100 WOOD AV,AGGRAVATED ASSAULT,,Yes,,1272
2018/05/25 04:00:00+00,2122,2122,3000 ERIE BLVD E,AGGRAVATED ASSAULT,,,,1273
2018/05/26 04:00:00+00,11,11,700 E  ADAMS ST,AGGRAVATED ASSAULT,,,,1274
2018/05/26 04:00:00+00,30,30,200 STERLING AV,AGGRAVATED ASSAULT,,,,1275
2018/05/26 04:00:00+00,1333,1333,100 INTREPID LN,BURGLARY,A,,,1276
2018/05/26 04:00:00+00,1830,1830,100 BALLANTYNE RD,AGGRAVATED ASSAULT,,,,1277
2018/05/27 04:00:00+00,1600,1300,1200 MIDLAND AV,BURGLARY,A,,,1278
2018/05/28 04:00:00+00,1500,1500,400 JAMES ST,AGGRAVATED ASSAULT,,,,1279
2018/05/29 04:00:00+00,24,24,400 RICH ST,AGGRAVATED ASSAULT,,Yes,,1280
2018/05/29 04:00:00+00,308,308,700 FIRST NORTH ST,BURGLARY,,,,1281
2018/05/29 04:00:00+00,500,500,500 TULLY ST,LARCENY,,,,1282
2018/05/29 04:00:00+00,1610,1610,100 MORNINGSIDE RESERVOI DR,AGGRAVATED ASSAULT,,Yes,,1283
2018/05/29 04:00:00+00,2311,2311,600 W  ONONDAGA ST,BURGLARY,,Yes,,1284
2018/05/30 04:00:00+00,1043,1043,400 GRAND AV,AGGRAVATED ASSAULT,,,,1285
2018/05/30 04:00:00+00,1653,1653,100 STEVENS PL,AGGRAVATED ASSAULT,,Yes,,1286
2018/05/31 04:00:00+00,59,59,300 COURT ST,AGGRAVATED ASSAULT,,,,1287
2018/05/31 04:00:00+00,1654,1654,100 HIAWATHA BLVD W,AGGRAVATED ASSAULT,,Yes,,1288
2018/05/31 04:00:00+00,900,1700,100 HERBST AV,BURGLARY,,,,1289
2018/05/31 04:00:00+00,2226,2226,300 GRIFFITHS ST,AGGRAVATED ASSAULT,,,,1290
2018/06/01 04:00:00+00,1700,1700,100 SHERIDAN DR,AGGRAVATED ASSAULT,,Yes,,1291
2018/06/03 04:00:00+00,1329,1329,400 CANNON ST,AGGRAVATED ASSAULT,,,,1292
2018/06/03 04:00:00+00,2212,2212,100 RICH ST,AGGRAVATED ASSAULT,,,,1293
2018/06/03 04:00:00+00,2224,2224,2000 E  FAYETTE ST,AGGRAVATED ASSAULT,,,,1294
2018/02/04 05:00:00+00,2156,2156,400 TIOGA ST,BURGLARY,,,Of Bicycle,1295
2018/02/11 05:00:00+00,1235,1235,1100 CANNON ST,LARCENY,,,Of Bicycle,1296
2018/02/14 05:00:00+00,730,1530,500 EMERSON AV,LARCENY,,,Of Bicycle,1297
2018/04/05 04:00:00+00,1200,1300,400 GIFFORD ST,LARCENY,,,Of Bicycle,1298
2018/04/16 04:00:00+00,730,730,700 W  FAYETTE ST,LARCENY,,,Of Bicycle,1299
2018/04/24 04:00:00+00,1245,1255,300 UNIVERSITY AVE,LARCENY,,,Of Bicycle,1300
2018/04/24 04:00:00+00,2334,2334,300 TIOGA ST,AGGRAVATED ASSAULT,,,,1301
2018/04/24 04:00:00+00,2242,2242,500 OAK ST,ARSON,A,Yes,,1302
2018/04/25 04:00:00+00,2332,2332,300 TIOGA ST,AGGRAVATED ASSAULT,,Yes,,1303
2018/04/26 04:00:00+00,151,151,700 E  LAUREL ST,AGGRAVATED ASSAULT,,Yes,,1304
2018/04/26 04:00:00+00,130,800,200 CLARENDON ST,BURGLARY,,,,1305
2018/04/26 04:00:00+00,1130,1130,600 WOLF ST,AGGRAVATED ASSAULT,,,,1306
2018/04/26 04:00:00+00,1947,1947,100 DEWEY AV,AGGRAVATED ASSAULT,,Yes,,1307
2018/04/27 04:00:00+00,1633,1633,400 KIRKPATRICK ST,BURGLARY,,,,1308
2018/04/28 04:00:00+00,113,113,300 PEAT ST,BURGLARY,A,,,1309
2018/04/28 04:00:00+00,812,812,500 S  CLINTON ST,AGGRAVATED ASSAULT,,,,1310
2018/04/29 04:00:00+00,500,630,700 E  ADAMS ST,AGGRAVATED ASSAULT,,,,1311
2018/04/29 04:00:00+00,1900,1000,2900 E  GENESEE ST,BURGLARY,,,,1312
2018/04/29 04:00:00+00,1815,1820,600 E  DIVISION ST,AGGRAVATED ASSAULT,,Yes,,1313
2018/04/30 04:00:00+00,1525,1525,100 FOREST AV,BURGLARY,,,,1314
2018/04/30 04:00:00+00,2213,2213,100 KANDACE ST,AGGRAVATED ASSAULT,,Yes,,1315
2018/05/01 04:00:00+00,930,930,300 S  SALINA ST,AGGRAVATED ASSAULT,,Yes,,1316
2018/05/01 04:00:00+00,2148,2148,500 VINE ST,AGGRAVATED ASSAULT,,,,1317
2018/05/01 04:00:00+00,2215,2215,400 W  ONONDAGA ST,AGGRAVATED ASSAULT,,Yes,,1318
2018/05/01 04:00:00+00,2310,2310,800 HIGHLAND ST,AGGRAVATED ASSAULT,,,,1319
2018/05/02 04:00:00+00,2219,2219,500 OAKWOOD AV,AGGRAVATED ASSAULT,,,,1320
2018/05/02 04:00:00+00,930,930,500 S  CROUSE AV,AGGRAVATED ASSAULT,,Yes,,1321
2018/05/04 04:00:00+00,1934,1934,500 W  FAYETTE ST,BURGLARY,,,,1322
2018/05/05 04:00:00+00,823,823,1000 POND ST,BURGLARY,,,,1323
2018/05/06 04:00:00+00,1845,1845,200 MERRIMAN AV,AGGRAVATED ASSAULT,,Yes,,1324
2018/05/06 04:00:00+00,1946,1946,300 STOLP AV,AGGRAVATED ASSAULT,,Yes,,1325
2018/05/07 04:00:00+00,127,127,100 NELSON ST,AGGRAVATED ASSAULT,,Yes,,1326
2018/05/07 04:00:00+00,1039,1039,600 ROBINSON ST,ARSON,,,,1327
2018/05/07 04:00:00+00,1815,1818,800 MIDLAND AV,AGGRAVATED ASSAULT,,,,1328
2018/05/08 04:00:00+00,1115,1115,100 CHATHAM PL,AGGRAVATED ASSAULT,,Yes,,1329
2018/05/08 04:00:00+00,1757,1757,500 SEELEY RD,AGGRAVATED ASSAULT,,Yes,,1330
2018/05/08 04:00:00+00,1600,1800,900 JAMES ST,AGGRAVATED ASSAULT,,Yes,,1331
2018/05/09 04:00:00+00,252,252,100 KNAUL ST,AGGRAVATED ASSAULT,,Yes,,1332
2018/05/10 04:00:00+00,1421,1421,300 FOREST HILL DR,ARSON,A,,,1333
2018/05/11 04:00:00+00,942,942,300 CHEMUNG ST,AGGRAVATED ASSAULT,,,,1334
2018/05/11 04:00:00+00,2140,2140,200 EMPIRE AV,AGGRAVATED ASSAULT,,Yes,,1335
2018/05/12 04:00:00+00,111,111,200 LINCOLN AV,AGGRAVATED ASSAULT,,,,1336
2018/05/12 04:00:00+00,215,215,1200 BUTTERNUT ST,BURGLARY,A,Yes,,1337
2018/05/12 04:00:00+00,1507,1507,100 SABINE ST,AGGRAVATED ASSAULT,,,,1338
2018/05/12 04:00:00+00,1525,1536,300 WILKINSON ST,AGGRAVATED ASSAULT,,Yes,,1339
2018/05/12 04:00:00+00,1730,1730,0 SCHOENECK CT,AGGRAVATED ASSAULT,,Yes,,1340
